FlowID,Packets,TotalBytes,AvgSize,StdDevSize,BPS,IAT_ms,Duration_s,SYN,ACK,FIN,PSH,RST,URG
149.171.126.7:53-59.166.0.8:53048,4,388,97.00,8.00,354986.28,0,0.0011,0,0,0,0,0,0
149.171.126.7:53-59.166.0.8:37641,4,388,97.00,8.00,386839.48,0,0.0010,0,0,0,0,0,0
149.171.126.6:80-59.166.0.6:4001,32,12364,386.38,531.87,12084.18,33,1.0232,4,30,4,10,0,0
149.171.126.10:445-175.45.176.1:45178,22,3202,145.55,177.32,3356.07,45,0.9541,4,20,4,0,0,0
149.171.126.5:23598-59.166.0.6:24930,36,7024,195.11,186.97,803477.47,0,0.0087,4,34,4,24,0,0
149.171.126.7:111-59.166.0.3:33047,8,1000,125.00,33.00,207598.09,0,0.0048,0,0,0,0,0,0
149.171.126.0:53-59.166.0.0:64002,4,388,97.00,8.00,375605.03,0,0.0010,0,0,0,0,0,0
149.171.126.3:38877-59.166.0.5:10425,122,52724,432.16,557.14,2116324.81,0,0.0249,4,120,4,58,0,0
149.171.126.11:80-175.45.176.0:54122,26,12686,487.92,621.59,11562.07,43,1.0972,4,24,4,2,0,0
149.171.126.8:80-59.166.0.8:27397,30,12228,407.60,542.71,10862.76,38,1.1257,4,28,4,10,0,0
149.171.126.3:53-59.166.0.0:20752,4,388,97.00,8.00,368121.44,0,0.0011,0,0,0,0,0,0
149.171.126.0:6881-59.166.0.1:4790,34,3728,109.65,88.55,171024.86,0,0.0218,4,32,4,12,0,0
149.171.126.7:53-59.166.0.3:22062,4,388,97.00,8.00,345195.73,0,0.0011,0,0,0,0,0,0
149.171.126.6:53-59.166.0.8:9933,4,388,97.00,8.00,386069.65,0,0.0010,0,0,0,0,0,0
149.171.126.7:5190-59.166.0.0:21985,84,31898,379.74,543.16,54807.94,7,0.5820,4,82,4,42,0,0
149.171.126.3:143-59.166.0.1:14216,248,27004,108.89,145.85,8130.64,13,3.3213,4,246,4,118,0,0
149.171.126.17:80-175.45.176.3:44038,16,1510,94.38,87.98,2569.54,39,0.5877,4,14,4,0,0,0
149.171.126.2:5190-59.166.0.3:32394,36,3774,104.83,105.47,844673.23,0,0.0045,4,34,4,14,0,0
149.171.126.5:53-59.166.0.3:49925,4,360,90.00,8.00,341232.23,0,0.0011,0,0,0,0,0,0
149.171.126.3:37631-59.166.0.1:62707,8,968,121.00,35.93,576190.48,0,0.0017,0,0,0,0,0,0
149.171.126.4:1660-59.166.0.8:2753,42,7104,169.14,147.67,54548.39,3,0.1302,4,40,4,24,0,0
149.171.126.9:80-59.166.0.4:47334,32,12364,386.38,531.87,10628.26,37,1.1633,4,30,4,10,0,0
149.171.126.1:80-59.166.0.5:18439,32,12364,386.38,531.87,12231.06,32,1.0109,4,30,4,10,0,0
149.171.126.5:53-59.166.0.2:9106,4,388,97.00,8.00,389949.75,0,0.0010,0,0,0,0,0,0
149.171.126.4:46115-59.166.0.9:48381,114,50120,439.65,576.77,2252685.51,0,0.0222,4,112,4,54,0,0
149.171.126.7:1663-59.166.0.2:60073,134,63272,472.18,584.37,855107.92,0,0.0740,4,132,4,64,0,0
149.171.126.10:1723-175.45.176.0:1597,16,1280,80.00,49.99,2354.32,36,0.5437,4,14,4,0,0,0
149.171.126.3:53-59.166.0.6:31483,4,360,90.00,8.00,329670.33,0,0.0011,0,0,0,0,0,0
149.171.126.7:10394-59.166.0.7:43604,20,9568,478.40,628.42,1541733.81,0,0.0062,4,18,4,4,0,0
149.171.126.3:35703-59.166.0.8:14946,90,32764,364.04,528.41,1315823.29,0,0.0249,4,88,4,42,0,0
149.171.126.6:53-59.166.0.3:56364,4,388,97.00,8.00,337098.18,0,0.0012,0,0,0,0,0,0
149.171.126.1:57151-59.166.0.7:51111,114,50120,439.65,576.77,1324454.31,0,0.0378,4,112,4,54,0,0
149.171.126.5:56959-59.166.0.3:2944,14,2398,171.29,249.74,836998.25,0,0.0029,4,12,4,2,0,0
149.171.126.6:53-59.166.0.7:8508,4,360,90.00,8.00,353287.54,0,0.0010,0,0,0,0,0,0
149.171.126.7:25-59.166.0.6:6441,92,41998,456.50,620.87,1982814.79,0,0.0212,4,90,4,36,0,0
149.171.126.4:7936-59.166.0.8:39802,94,33554,356.96,526.17,2023275.45,0,0.0166,4,92,4,44,0,0
149.171.126.4:53-59.166.0.3:59485,4,388,97.00,8.00,366037.74,0,0.0011,0,0,0,0,0,0
149.171.126.6:63238-59.166.0.2:29321,14,2428,173.43,254.99,885485.05,0,0.0027,4,12,4,2,0,0
149.171.126.5:39850-59.166.0.9:12060,82,25304,308.59,483.52,264177.73,1,0.0958,4,80,4,38,0,0
149.171.126.0:111-59.166.0.1:21145,8,1000,125.00,33.00,11583.73,12,0.0863,0,0,0,0,0,0
149.171.126.5:53-59.166.0.8:12184,4,388,97.00,8.00,378906.25,0,0.0010,0,0,0,0,0,0
149.171.126.9:53-59.166.0.5:28684,4,356,89.00,8.00,388646.29,0,0.0009,0,0,0,0,0,0
149.171.126.5:53-59.166.0.9:32010,4,388,97.00,8.00,369876.07,0,0.0010,0,0,0,0,0,0
149.171.126.0:12076-59.166.0.3:14162,146,67812,464.47,579.43,1430029.52,0,0.0474,4,144,4,70,0,0
149.171.126.8:6786-59.166.0.2:1549,20,9568,478.40,628.42,243182.11,2,0.0393,4,18,4,4,0,0
149.171.126.4:12172-59.166.0.3:35711,82,25304,308.59,483.52,603280.56,0,0.0419,4,80,4,38,0,0
149.171.126.7:15393-59.166.0.7:60259,134,63272,472.18,584.37,2259552.89,0,0.0280,4,132,4,64,0,0
149.171.126.7:15702-59.166.0.8:36414,58,8856,152.69,187.66,23293.13,6,0.3802,4,56,4,24,0,0
149.171.126.2:53-59.166.0.3:24503,4,388,97.00,8.00,315703.82,0,0.0012,0,0,0,0,0,0
149.171.126.7:47395-59.166.0.3:6562,134,63272,472.18,584.37,2260521.61,0,0.0280,4,132,4,64,0,0
149.171.126.4:80-59.166.0.5:30857,1094,1123972,1027.40,679.52,970114.72,1,1.1586,4,1092,4,372,0,0
149.171.126.18:514-175.45.176.2:31066,2,672,336.00,0.00,336000000.00,0,0.0000,0,0,0,0,0,0
149.171.126.5:80-59.166.0.7:5732,32,12364,386.38,531.87,12155.96,32,1.0171,4,30,4,10,0,0
149.171.126.3:53-59.166.0.6:18056,4,388,97.00,8.00,368471.04,0,0.0011,0,0,0,0,0,0
149.171.126.15:1723-175.45.176.1:14781,18,3158,175.44,324.07,2366.14,78,1.3347,4,16,4,0,0,0
149.171.126.6:111-59.166.0.3:8770,8,1000,125.00,33.00,21107.73,6,0.0474,0,0,0,0,0,0
149.171.126.0:22-59.166.0.1:47607,120,15858,132.15,161.11,95678.83,1,0.1657,4,118,4,58,0,0
149.171.126.2:80-59.166.0.2:2200,30,12228,407.60,542.71,12170.74,34,1.0047,4,28,4,10,0,0
149.171.126.9:13839-59.166.0.3:27903,14,2376,169.71,245.89,825000.00,0,0.0029,4,12,4,2,0,0
149.171.126.6:6881-59.166.0.8:31724,34,3728,109.65,88.55,285955.36,0,0.0130,4,32,4,12,0,0
149.171.126.7:111-59.166.0.2:38739,8,1000,125.00,33.00,219490.78,0,0.0046,0,0,0,0,0,0
149.171.126.1:6881-59.166.0.7:12813,34,3728,109.65,88.55,5808.43,19,0.6418,4,32,4,12,0,0
149.171.126.6:41572-59.166.0.1:40157,122,52724,432.16,557.14,2301252.67,0,0.0229,4,120,4,58,0,0
149.171.126.5:21-59.166.0.5:10311,106,8372,78.98,16.17,88387.76,0,0.0947,4,104,4,48,0,0
149.171.126.5:28232-59.166.0.1:57182,138,67214,487.06,597.95,2250142.28,0,0.0299,4,136,4,66,0,0
149.171.126.3:53-59.166.0.5:34712,4,356,89.00,8.00,337440.76,0,0.0011,0,0,0,0,0,0
149.171.126.2:53-59.166.0.9:41141,4,388,97.00,8.00,361266.29,0,0.0011,0,0,0,0,0,0
149.171.126.5:143-59.166.0.7:53112,248,26708,107.69,143.29,217392.72,0,0.1229,4,246,4,118,0,0
149.171.126.6:19270-59.166.0.3:22527,160,79560,497.25,593.72,550108.56,0,0.1446,4,158,4,76,0,0
149.171.126.0:12796-59.166.0.7:14955,82,25304,308.59,483.52,2116072.92,0,0.0120,4,80,4,38,0,0
149.171.126.3:5190-59.166.0.8:65210,36,3774,104.83,105.47,867785.70,0,0.0043,4,34,4,14,0,0
149.171.126.4:56959-59.166.0.5:51817,14,2398,171.29,249.74,50499.09,3,0.0475,4,12,4,2,0,0
149.171.126.0:53-59.166.0.1:13779,4,360,90.00,8.00,357852.88,0,0.0010,0,0,0,0,0,0
149.171.126.2:6881-59.166.0.1:47241,34,3728,109.65,88.55,276005.03,0,0.0135,4,32,4,12,0,0
149.171.126.7:5190-59.166.0.5:6380,36,3774,104.83,105.47,836621.59,0,0.0045,4,34,4,14,0,0
149.171.126.8:8075-59.166.0.0:34041,90,32764,364.04,528.41,1792145.28,0,0.0183,4,88,4,42,0,0
149.171.126.5:53-59.166.0.5:47163,4,356,89.00,8.00,357429.72,0,0.0010,0,0,0,0,0,0
149.171.126.5:25-59.166.0.9:21933,94,42274,449.72,618.91,86817.23,5,0.4869,4,92,4,36,0,0
149.171.126.4:57801-59.166.0.0:51497,82,25304,308.59,483.52,1587552.54,0,0.0159,4,80,4,38,0,0
149.171.126.19:80-175.45.176.2:60902,58,47738,823.07,656.01,44144.83,18,1.0814,4,56,4,10,0,0
149.171.126.7:53-59.166.0.3:40488,4,388,97.00,8.00,376333.66,0,0.0010,0,0,0,0,0,0
149.171.126.11:1723-175.45.176.3:35762,18,1398,77.67,47.60,1296.68,63,1.0781,4,16,4,0,0,0
149.171.126.8:80-59.166.0.6:7822,32,12364,386.38,531.87,12279.60,32,1.0069,4,30,4,10,0,0
149.171.126.9:63753-59.166.0.4:47094,20,9568,478.40,628.42,2130483.19,0,0.0045,4,18,4,4,0,0
149.171.126.9:5190-59.166.0.1:2060,36,3774,104.83,105.47,647230.32,0,0.0058,4,34,4,14,0,0
149.171.126.2:53-59.166.0.4:59234,4,388,97.00,8.00,350496.84,0,0.0011,0,0,0,0,0,0
149.171.126.8:32710-59.166.0.0:2100,114,50120,439.65,576.77,2194780.17,0,0.0228,4,112,4,54,0,0
149.171.126.1:6881-59.166.0.7:39734,34,3728,109.65,88.55,235889.65,0,0.0158,4,32,4,12,0,0
149.171.126.7:22757-59.166.0.0:27507,8,968,121.00,35.93,622508.04,0,0.0016,0,0,0,0,0,0
149.171.126.4:5190-59.166.0.5:22162,36,3774,104.83,105.47,15940.39,6,0.2368,4,34,4,14,0,0
149.171.126.7:53-59.166.0.1:22644,4,360,90.00,8.00,378548.90,0,0.0010,0,0,0,0,0,0
149.171.126.5:6395-59.166.0.0:7411,74,20046,270.89,442.44,2030591.57,0,0.0099,4,72,4,34,0,0
149.171.126.4:80-59.166.0.0:39416,32,12364,386.38,531.87,11598.97,34,1.0660,4,30,4,10,0,0
149.171.126.2:53-59.166.0.1:55202,4,388,97.00,8.00,371291.87,0,0.0010,0,0,0,0,0,0
149.171.126.8:44994-59.166.0.8:38905,94,34828,370.51,529.18,545491.57,0,0.0638,4,92,4,44,0,0
149.171.126.6:6881-59.166.0.4:9111,34,3728,109.65,88.55,207792.21,0,0.0179,4,32,4,12,0,0
149.171.126.8:53-59.166.0.5:32346,4,360,90.00,8.00,338028.17,0,0.0011,0,0,0,0,0,0
149.171.126.2:16332-59.166.0.2:16889,94,33480,356.17,526.47,1599159.34,0,0.0209,4,92,4,44,0,0
149.171.126.5:16424-59.166.0.4:18289,94,34828,370.51,529.18,2141416.63,0,0.0163,4,92,4,44,0,0
149.171.126.1:12765-59.166.0.3:35458,8,984,123.00,38.61,5462.81,25,0.1801,0,0,0,0,0,0
149.171.126.9:13839-59.166.0.0:30678,14,2376,169.71,245.89,51153.98,3,0.0464,4,12,4,2,0,0
149.171.126.3:5190-59.166.0.9:23084,36,3774,104.83,105.47,877878.58,0,0.0043,4,34,4,14,0,0
149.171.126.5:6881-59.166.0.5:31570,34,3728,109.65,88.55,197771.88,0,0.0188,4,32,4,12,0,0
149.171.126.1:80-59.166.0.9:20211,32,12364,386.38,531.87,12072.87,33,1.0241,4,30,4,10,0,0
149.171.126.2:63753-59.166.0.3:36619,20,9568,478.40,628.42,157895.61,3,0.0606,4,18,4,4,0,0
149.171.126.16:111-175.45.176.1:51612,18,1206,67.00,17.62,332.19,213,3.6305,4,16,4,0,0,0
149.171.126.6:6881-59.166.0.4:29342,174,124504,715.54,696.91,1460954.46,0,0.0852,4,172,4,62,0,0
149.171.126.1:53-59.166.0.8:24628,4,356,89.00,8.00,372384.94,0,0.0010,0,0,0,0,0,0
149.171.126.9:80-59.166.0.5:22497,32,12364,386.38,531.87,11523.48,34,1.0729,4,30,4,10,0,0
149.171.126.1:20551-59.166.0.0:57190,8,984,123.00,38.61,567474.05,0,0.0017,0,0,0,0,0,0
149.171.126.17:1651-175.45.176.1:35527,8,488,61.00,1.00,30.25,2304,16.1318,8,0,0,0,0,0
149.171.126.9:41326-59.166.0.4:41499,90,32764,364.04,528.41,381633.51,0,0.0859,4,88,4,42,0,0
149.171.126.10:80-175.45.176.3:45935,18,2352,130.67,143.21,1912.73,72,1.2297,4,16,4,2,0,0
149.171.126.6:6881-59.166.0.4:14993,34,3728,109.65,88.55,206720.64,0,0.0180,4,32,4,12,0,0
149.171.126.7:143-59.166.0.8:14304,248,27234,109.81,148.29,864791.06,0,0.0315,4,246,4,118,0,0
149.171.126.8:53-59.166.0.0:13668,4,388,97.00,8.00,351767.91,0,0.0011,0,0,0,0,0,0
149.171.126.8:25-59.166.0.2:53180,94,42090,447.77,616.15,1664425.81,0,0.0253,4,92,4,36,0,0
149.171.126.7:53-59.166.0.7:18862,4,356,89.00,8.00,342967.24,0,0.0010,0,0,0,0,0,0
149.171.126.8:53-59.166.0.5:15958,4,388,97.00,8.00,394710.07,0,0.0010,0,0,0,0,0,0
149.171.126.2:80-59.166.0.2:2333,30,12228,407.60,542.71,12049.17,34,1.0148,4,28,4,10,0,0
149.171.126.0:53-59.166.0.0:41949,4,388,97.00,8.00,373436.00,0,0.0010,0,0,0,0,0,0
149.171.126.5:21-59.166.0.7:46576,106,8372,78.98,16.17,374653.18,0,0.0223,4,104,4,48,0,0
149.171.126.6:80-59.166.0.6:24446,32,12364,386.38,531.87,10639.18,37,1.1621,4,30,4,10,0,0
149.171.126.1:8945-59.166.0.0:63793,170,86138,506.69,596.56,678305.38,0,0.1270,4,168,4,82,0,0
149.171.126.3:53-59.166.0.8:6855,4,388,97.00,8.00,371291.87,0,0.0010,0,0,0,0,0,0
149.171.126.5:53-59.166.0.4:25260,4,388,97.00,8.00,362956.03,0,0.0011,0,0,0,0,0,0
149.171.126.9:16717-59.166.0.1:62477,90,32764,364.04,528.41,2203807.09,0,0.0149,4,88,4,42,0,0
149.171.126.3:51199-59.166.0.7:10116,18,9432,524.00,646.53,3100591.72,0,0.0030,4,16,4,4,0,0
149.171.126.3:80-59.166.0.9:25414,30,12228,407.60,542.71,12132.81,34,1.0078,4,28,4,10,0,0
149.171.126.8:22-59.166.0.9:4070,220,25218,114.63,121.59,6394.06,18,3.9440,4,218,4,110,0,0
149.171.126.3:53-59.166.0.7:23803,4,388,97.00,8.00,364661.65,0,0.0011,0,0,0,0,0,0
149.171.126.12:25-175.45.176.0:41942,46,10707,232.76,412.17,5321.25,44,2.0121,4,44,4,14,0,0
149.171.126.1:111-59.166.0.7:34404,8,1000,125.00,33.00,230414.75,0,0.0043,0,0,0,0,0,0
149.171.126.2:20919-59.166.0.0:60066,20,9568,478.40,628.42,803358.52,0,0.0119,4,18,4,4,0,0
149.171.126.5:25-59.166.0.0:10419,94,42274,449.72,618.91,1781608.23,0,0.0237,4,92,4,36,0,0
149.171.126.17:31404-175.45.176.1:35710,6,366,61.00,1.00,34.16,2142,10.7143,6,0,0,0,0,0
149.171.126.1:31385-59.166.0.8:31544,90,32764,364.04,528.41,2201881.72,0,0.0149,4,88,4,42,0,0
149.171.126.2:22-59.166.0.4:64780,120,15858,132.15,161.11,1258671.32,0,0.0126,4,118,4,58,0,0
149.171.126.0:80-59.166.0.3:61943,32,12364,386.38,531.87,10206.36,39,1.2114,4,30,4,10,0,0
149.171.126.0:6881-59.166.0.8:51504,34,3728,109.65,88.55,208082.16,0,0.0179,4,32,4,12,0,0
149.171.126.1:111-59.166.0.2:7819,8,1016,127.00,31.00,166312.00,0,0.0061,0,0,0,0,0,0
149.171.126.8:29520-59.166.0.2:7123,170,86138,506.69,596.56,1689444.16,0,0.0510,4,168,4,82,0,0
149.171.126.6:111-59.166.0.1:39042,8,1000,125.00,33.00,30056.21,4,0.0333,0,0,0,0,0,0
149.171.126.6:5190-59.166.0.7:14872,44,4780,108.64,94.77,706160.44,0,0.0068,4,42,4,18,0,0
149.171.126.5:34077-59.166.0.0:16872,158,79424,502.68,595.48,806285.91,0,0.0985,4,156,4,76,0,0
149.171.126.0:49588-59.166.0.6:7088,158,79424,502.68,595.48,234637.23,2,0.3385,4,156,4,76,0,0
149.171.126.9:80-59.166.0.9:62766,30,12228,407.60,542.71,12170.93,34,1.0047,4,28,4,10,0,0
149.171.126.7:25-59.166.0.9:53039,90,41912,465.69,625.74,97726.36,4,0.4289,4,88,4,36,0,0
149.171.126.8:80-59.166.0.4:18199,32,12364,386.38,531.87,11115.15,35,1.1124,4,30,4,10,0,0
149.171.126.1:65150-59.166.0.6:22200,170,86138,506.69,596.56,1832840.39,0,0.0470,4,168,4,82,0,0
149.171.126.0:5190-59.166.0.8:10271,36,3774,104.83,105.47,9436.20,11,0.3999,4,34,4,14,0,0
149.171.126.10:80-175.45.176.3:1456,20,2476,123.80,140.70,1545.25,84,1.6023,4,18,4,2,0,0
149.171.126.7:30802-59.166.0.6:32065,58,8544,147.31,161.66,22478.59,6,0.3801,4,56,4,24,0,0
149.171.126.2:25-59.166.0.8:3517,94,42134,448.23,616.78,85137.25,5,0.4949,4,92,4,36,0,0
149.171.126.1:28928-59.166.0.1:50439,8,968,121.00,35.93,6360.14,21,0.1522,0,0,0,0,0,0
149.171.126.0:143-59.166.0.1:55441,248,27234,109.81,148.29,29703.04,3,0.9169,4,246,4,118,0,0
149.171.126.7:47137-59.166.0.2:3022,82,25304,308.59,483.52,1624446.30,0,0.0156,4,80,4,38,0,0
149.171.126.1:80-59.166.0.9:59718,30,12228,407.60,542.71,12172.26,34,1.0046,4,28,4,10,0,0
149.171.126.3:35733-59.166.0.6:16577,122,52724,432.16,557.14,2310834.50,0,0.0228,4,120,4,58,0,0
149.171.126.8:80-59.166.0.8:61297,32,12364,386.38,531.87,9851.89,40,1.2550,4,30,4,10,0,0
149.171.126.1:53-59.166.0.2:38882,4,388,97.00,8.00,277142.86,0,0.0014,0,0,0,0,0,0
149.171.126.5:5190-59.166.0.0:3656,36,3774,104.83,105.47,49136.79,2,0.0768,4,34,4,14,0,0
149.171.126.7:22041-59.166.0.3:23848,146,67812,464.47,579.43,2124569.21,0,0.0319,4,144,4,70,0,0
149.171.126.9:25-59.166.0.8:54865,94,42226,449.21,618.16,1419599.93,0,0.0297,4,92,4,36,0,0
149.171.126.7:53-59.166.0.2:7025,4,388,97.00,8.00,334482.76,0,0.0012,0,0,0,0,0,0
149.171.126.2:111-59.166.0.8:52189,8,1000,125.00,33.00,210260.72,0,0.0048,0,0,0,0,0,0
149.171.126.9:80-59.166.0.1:28533,30,12228,407.60,542.71,10425.90,40,1.1728,4,28,4,10,0,0
149.171.126.3:80-59.166.0.7:41404,1116,1125468,1008.48,685.88,193822.88,5,5.8067,4,1114,4,372,0,0
149.171.126.2:25-59.166.0.6:27436,94,42226,449.21,618.16,1586429.73,0,0.0266,4,92,4,36,0,0
149.171.126.8:5190-59.166.0.4:46826,46,6968,151.48,227.81,589908.57,0,0.0118,4,44,4,20,0,0
149.171.126.4:111-59.166.0.2:52125,8,1016,127.00,31.00,8802.41,16,0.1154,0,0,0,0,0,0
149.171.126.0:80-59.166.0.7:61234,30,12228,407.60,542.71,6759.65,62,1.8090,4,28,4,10,0,0
149.171.126.4:5167-59.166.0.2:42373,36,7024,195.11,186.97,1512489.23,0,0.0046,4,34,4,24,0,0
149.171.126.2:59939-59.166.0.8:60985,8,976,122.00,37.26,620076.24,0,0.0016,0,0,0,0,0,0
149.171.126.0:20973-59.166.0.2:26477,134,63272,472.18,584.37,2084607.27,0,0.0304,4,132,4,64,0,0
149.171.126.5:6881-59.166.0.9:28415,34,3728,109.65,88.55,178313.48,0,0.0209,4,32,4,12,0,0
149.171.126.4:25-59.166.0.6:4309,94,42226,449.21,618.16,1818596.84,0,0.0232,4,92,4,36,0,0
149.171.126.7:31348-59.166.0.9:47227,92,32900,357.61,524.42,240086.40,1,0.1370,4,90,4,42,0,0
149.171.126.13:111-175.45.176.2:1754,2,200,100.00,0.00,66666666.67,0,0.0000,0,0,0,0,0,0
149.171.126.4:5190-59.166.0.1:32136,88,32170,365.57,534.63,43391.82,8,0.7414,4,86,4,42,0,0
149.171.126.5:80-59.166.0.1:53591,30,12228,407.60,542.71,12117.86,34,1.0091,4,28,4,10,0,0
149.171.126.4:6786-59.166.0.4:57151,20,9568,478.40,628.42,30048.36,16,0.3184,4,18,4,4,0,0
149.171.126.8:5190-59.166.0.3:19138,46,6968,151.48,227.81,14787.21,10,0.4712,4,44,4,20,0,0
149.171.126.6:54073-59.166.0.1:51117,74,20046,270.89,442.44,2030385.90,0,0.0099,4,72,4,34,0,0
149.171.126.3:22-59.166.0.0:29264,202,34982,173.18,222.64,346971.37,0,0.1008,4,200,4,104,0,0
149.171.126.11:80-175.45.176.0:43985,18,2142,119.00,113.55,3284.22,38,0.6522,4,16,4,2,0,0
149.171.126.2:5190-59.166.0.0:1264,36,3774,104.83,105.47,900931.01,0,0.0042,4,34,4,14,0,0
149.171.126.4:22287-59.166.0.5:44579,8,976,122.00,37.26,625641.03,0,0.0016,0,0,0,0,0,0
149.171.126.6:24900-59.166.0.8:51750,22,9704,441.09,610.68,55124.77,8,0.1760,4,20,4,4,0,0
149.171.126.5:5190-59.166.0.5:7322,370,65528,177.10,234.75,6545.78,27,10.0107,4,368,4,192,0,0
149.171.126.11:80-175.45.176.2:36275,576,677499,1176.21,577.12,208937.87,5,3.2426,4,574,4,2,0,0
149.171.126.7:22-59.166.0.3:3861,120,15858,132.15,161.11,6263.05,21,2.5320,4,118,4,58,0,0
149.171.126.2:56680-59.166.0.8:33485,90,32764,364.04,528.41,1856106.96,0,0.0177,4,88,4,42,0,0
149.171.126.3:5190-59.166.0.7:36391,46,6968,151.48,227.81,1143419.76,0,0.0061,4,44,4,20,0,0
149.171.126.7:53277-59.166.0.4:13552,8,960,120.00,34.64,560093.35,0,0.0017,0,0,0,0,0,0
149.171.126.1:53-59.166.0.1:37534,4,388,97.00,8.00,361940.30,0,0.0011,0,0,0,0,0,0
149.171.126.2:32889-59.166.0.2:3511,122,50272,412.07,550.73,1941753.57,0,0.0259,4,120,4,58,0,0
149.171.126.8:54780-59.166.0.6:29503,146,67812,464.47,579.43,2269174.14,0,0.0299,4,144,4,70,0,0
149.171.126.2:6881-59.166.0.1:2855,34,3728,109.65,88.55,204722.68,0,0.0182,4,32,4,12,0,0
149.171.126.0:53-59.166.0.5:36363,4,388,97.00,8.00,352406.90,0,0.0011,0,0,0,0,0,0
149.171.126.8:50686-59.166.0.4:5555,8,960,120.00,34.64,595533.50,0,0.0016,0,0,0,0,0,0
149.171.126.0:50688-59.166.0.7:39946,20,9568,478.40,628.42,393955.61,1,0.0243,4,18,4,4,0,0
149.171.126.9:22-59.166.0.7:55084,222,25354,114.21,121.12,5174.32,22,4.9000,4,220,4,110,0,0
149.171.126.3:53-59.166.0.4:2375,4,356,89.00,8.00,339694.66,0,0.0010,0,0,0,0,0,0
149.171.126.9:6881-59.166.0.8:61998,34,3728,109.65,88.55,177018.04,0,0.0211,4,32,4,12,0,0
149.171.126.6:80-59.166.0.9:35651,18,2156,119.78,102.15,557682.36,0,0.0039,4,16,4,4,0,0
149.171.126.0:25-59.166.0.9:64264,92,42048,457.04,621.61,72435.23,6,0.5805,4,90,4,36,0,0
149.171.126.9:53-59.166.0.3:14159,4,388,97.00,8.00,365348.40,0,0.0011,0,0,0,0,0,0
149.171.126.1:62646-59.166.0.3:64564,86,29706,345.42,515.31,2125957.20,0,0.0140,4,84,4,40,0,0
149.171.126.2:53-59.166.0.5:24847,4,356,89.00,8.00,340669.86,0,0.0010,0,0,0,0,0,0
149.171.126.2:22-59.166.0.4:21076,222,25354,114.21,121.12,13450.85,8,1.8849,4,220,4,110,0,0
149.171.126.3:5190-59.166.0.7:32723,44,4780,108.64,94.77,915007.66,0,0.0052,4,42,4,18,0,0
149.171.126.6:53-59.166.0.1:60861,4,356,89.00,8.00,357071.21,0,0.0010,0,0,0,0,0,0
149.171.126.8:53-59.166.0.7:5041,4,360,90.00,8.00,310344.83,0,0.0012,0,0,0,0,0,0
149.171.126.3:6881-59.166.0.9:17394,34,3728,109.65,88.55,208816.45,0,0.0179,4,32,4,12,0,0
149.171.126.2:21-59.166.0.8:27190,106,8372,78.98,16.17,8546.64,9,0.9796,4,104,4,48,0,0
149.171.126.4:22-59.166.0.9:12363,120,15858,132.15,161.11,1553791.89,0,0.0102,4,118,4,58,0,0
149.171.126.8:25-59.166.0.3:49978,94,42090,447.77,616.15,922318.40,0,0.0456,4,92,4,36,0,0
149.171.126.8:111-59.166.0.7:32675,8,1000,125.00,33.00,219058.05,0,0.0046,0,0,0,0,0,0
149.171.126.7:53830-59.166.0.3:1282,170,86138,506.69,596.56,226107.73,2,0.3810,4,168,4,82,0,0
149.171.126.7:80-59.166.0.1:44378,32,12364,386.38,531.87,11470.86,34,1.0779,4,30,4,10,0,0
149.171.126.3:19055-59.166.0.0:27703,90,32764,364.04,528.41,2214232.61,0,0.0148,4,88,4,42,0,0
149.171.126.18:514-175.45.176.2:1218,2,420,210.00,0.00,140000000.00,0,0.0000,0,0,0,0,0,0
149.171.126.3:10394-59.166.0.4:51170,20,9568,478.40,628.42,42305.21,11,0.2262,4,18,4,4,0,0
149.171.126.3:43070-59.166.0.2:6436,58,8856,152.69,187.66,22392.08,6,0.3955,4,56,4,24,0,0
149.171.126.2:53570-59.166.0.2:31534,8,976,122.00,37.26,1374.38,101,0.7101,0,0,0,0,0,0
149.171.126.2:21-59.166.0.9:22672,106,8372,78.98,16.17,7424.01,10,1.1277,4,104,4,48,0,0
149.171.126.3:53-59.166.0.5:15237,4,388,97.00,8.00,363977.49,0,0.0011,0,0,0,0,0,0
149.171.126.4:9727-59.166.0.1:11484,134,63272,472.18,584.37,2272211.45,0,0.0278,4,132,4,64,0,0
149.171.126.6:65063-59.166.0.3:34388,122,50272,412.07,550.73,1840386.59,0,0.0273,4,120,4,58,0,0
149.171.126.5:53-59.166.0.6:45068,4,388,97.00,8.00,376699.03,0,0.0010,0,0,0,0,0,0
149.171.126.7:6881-59.166.0.6:61131,1618,1406238,869.12,702.57,51718.35,16,27.1903,4,1616,4,574,0,0
149.171.126.2:53-59.166.0.2:38960,4,388,97.00,8.00,437923.25,0,0.0009,0,0,0,0,0,0
149.171.126.7:58651-59.166.0.1:60772,94,34828,370.51,529.18,528834.77,0,0.0659,4,92,4,44,0,0
149.171.126.0:5190-59.166.0.0:45492,36,3774,104.83,105.47,850574.71,0,0.0044,4,34,4,14,0,0
149.171.126.1:53-59.166.0.6:7987,4,356,89.00,8.00,107358.26,1,0.0033,0,0,0,0,0,0
149.171.126.15:1723-175.45.176.1:1130,18,3158,175.44,324.07,3897.96,47,0.8102,4,16,4,0,0,0
149.171.126.9:25-59.166.0.6:45457,94,42184,448.77,617.52,65300.61,6,0.6460,4,92,4,36,0,0
