FlowID,Packets,TotalBytes,AvgSize,StdDevSize,BPS,IAT_ms,Duration_s,SYN,ACK,FIN,PSH,RST,URG
149.171.126.9:30588-59.166.0.0:3644,8,976,122.00,37.26,563510.39,0,0.0017,0,0,0,0,0,0
149.171.126.8:53-59.166.0.3:47559,4,388,97.00,8.00,377065.11,0,0.0010,0,0,0,0,0,0
149.171.126.0:80-59.166.0.4:43845,32,12364,386.38,531.87,11199.71,35,1.1040,4,30,4,10,0,0
149.171.126.1:80-59.166.0.3:7564,18,2160,120.00,102.71,545868.08,0,0.0040,4,16,4,4,0,0
149.171.126.4:21-59.166.0.1:34658,106,8370,78.96,16.13,3002.06,26,2.7881,4,104,4,48,0,0
149.171.126.17:80-175.45.176.0:38473,16,2508,156.75,252.97,4957.42,33,0.5059,4,14,4,0,0,0
149.171.126.8:49173-59.166.0.7:46581,98,35048,357.63,516.28,2238916.57,0,0.0157,4,96,4,46,0,0
149.171.126.3:5190-59.166.0.1:14850,38,3910,102.89,102.99,652536.72,0,0.0060,4,36,4,14,0,0
149.171.126.8:58390-59.166.0.7:30929,138,66490,481.81,591.93,2084326.02,0,0.0319,4,136,4,66,0,0
149.171.126.0:80-59.166.0.1:20934,18,2154,119.67,102.04,530019.69,0,0.0041,4,16,4,4,0,0
149.171.126.0:80-59.166.0.1:18865,1106,1124788,1016.99,683.09,549558.24,1,2.0467,4,1104,4,372,0,0
149.171.126.8:53-59.166.0.9:40317,4,388,97.00,8.00,370582.62,0,0.0010,0,0,0,0,0,0
149.171.126.6:6881-59.166.0.5:34393,34,3728,109.65,88.55,283865.07,0,0.0131,4,32,4,12,0,0
149.171.126.9:80-59.166.0.5:13597,18,2154,119.67,102.04,536087.61,0,0.0040,4,16,4,4,0,0
149.171.126.6:22-59.166.0.6:12199,56,10098,180.32,226.16,26382.76,6,0.3827,4,54,4,24,0,0
149.171.126.9:21-59.166.0.9:17110,106,8372,78.98,16.17,5624.44,14,1.4885,4,104,4,48,0,0
149.171.126.7:5190-59.166.0.2:63838,50,5258,105.16,96.57,34528.27,3,0.1523,4,48,4,22,0,0
149.171.126.8:22815-59.166.0.7:29743,98,35048,357.63,516.28,2213045.40,0,0.0158,4,96,4,46,0,0
149.171.126.1:29613-59.166.0.6:31612,8,968,121.00,35.93,6321.80,21,0.1531,0,0,0,0,0,0
149.171.126.8:6881-59.166.0.9:52772,34,3728,109.65,88.55,201600.69,0,0.0185,4,32,4,12,0,0
149.171.126.2:56357-59.166.0.1:29876,52,8376,161.08,189.43,29389.06,5,0.2850,4,50,4,24,0,0
149.171.126.7:49444-59.166.0.6:7442,8,952,119.00,33.39,534831.46,0,0.0018,0,0,0,0,0,0
149.171.126.16:21-175.45.176.0:45235,24,1782,74.25,27.35,1059.68,73,1.6816,0,24,4,4,0,0
149.171.126.0:6881-59.166.0.2:13001,72,37860,525.83,650.10,1022828.58,0,0.0370,4,70,4,26,0,0
149.171.126.8:21-59.166.0.0:43436,106,8372,78.98,16.17,374619.65,0,0.0223,4,104,4,48,0,0
149.171.126.6:6881-59.166.0.7:10043,548,466882,851.97,701.78,1239946.46,0,0.3765,4,546,4,198,0,0
149.171.126.0:53-59.166.0.1:5251,4,388,97.00,8.00,388388.39,0,0.0010,0,0,0,0,0,0
149.171.126.6:22-59.166.0.0:58645,252,29986,118.99,116.22,1162428.28,0,0.0258,4,250,4,132,0,0
149.171.126.6:6881-59.166.0.2:3567,34,3728,109.65,88.55,203482.34,0,0.0183,4,32,4,12,0,0
149.171.126.7:5190-59.166.0.7:22485,24,3708,154.50,212.49,863731.66,0,0.0043,4,22,4,12,0,0
149.171.126.7:19884-59.166.0.9:65354,58,8216,141.66,135.41,22299.73,6,0.3684,4,56,4,24,0,0
149.171.126.6:29785-59.166.0.2:53314,170,89860,528.59,612.60,550643.11,0,0.1632,4,168,4,82,0,0
149.171.126.4:5190-59.166.0.8:37342,46,5002,108.74,100.18,6529.02,17,0.7661,4,44,4,20,0,0
149.171.126.7:80-59.166.0.4:52839,18,2164,120.22,103.27,547155.50,0,0.0040,4,16,4,4,0,0
149.171.126.2:6881-59.166.0.3:42420,34,3728,109.65,88.55,191947.28,0,0.0194,4,32,4,12,0,0
149.171.126.8:22-59.166.0.1:59360,56,10098,180.32,226.16,1119139.98,0,0.0090,4,54,4,24,0,0
149.171.126.4:6881-59.166.0.4:2183,674,572558,849.49,703.72,379237.76,2,1.5098,4,672,4,240,0,0
149.171.126.5:9078-59.166.0.2:21796,182,91898,504.93,605.64,2299001.83,0,0.0400,4,180,4,88,0,0
149.171.126.4:22-59.166.0.3:49013,1294,154410,119.33,152.60,27992.98,4,5.5160,4,1292,4,672,0,0
149.171.126.3:53-59.166.0.7:31656,4,388,97.00,8.00,388777.56,0,0.0010,0,0,0,0,0,0
149.171.126.2:5190-59.166.0.6:21780,46,5002,108.74,100.18,31069.67,3,0.1610,4,44,4,20,0,0
149.171.126.1:25-59.166.0.4:43712,94,42242,449.38,618.41,1601470.98,0,0.0264,4,92,4,36,0,0
149.171.126.9:80-59.166.0.4:14522,30,12228,407.60,542.71,12159.28,34,1.0057,4,28,4,10,0,0
149.171.126.2:22-59.166.0.6:6145,56,10098,180.32,226.16,12950.20,14,0.7798,4,54,4,24,0,0
149.171.126.1:25-59.166.0.0:42978,94,42928,456.68,622.19,62502.64,7,0.6868,4,92,4,38,0,0
149.171.126.1:111-59.166.0.9:36037,8,1000,125.00,33.00,119274.81,1,0.0084,0,0,0,0,0,0
149.171.126.5:42611-59.166.0.4:59587,14,2486,177.57,265.13,53912.21,3,0.0461,4,12,4,2,0,0
149.171.126.7:6274-59.166.0.9:3069,20,9568,478.40,628.42,91572.95,5,0.1045,4,18,4,4,0,0
149.171.126.19:111-175.45.176.1:57626,18,1206,67.00,17.62,1909.10,37,0.6317,4,16,4,0,0,0
149.171.126.0:5190-59.166.0.3:51504,24,3708,154.50,212.49,896301.67,0,0.0041,4,22,4,12,0,0
149.171.126.8:25-59.166.0.3:44303,94,42256,449.53,618.63,805351.73,0,0.0525,4,92,4,36,0,0
149.171.126.8:24041-59.166.0.5:26185,70,17392,248.46,415.66,528680.43,0,0.0329,4,68,4,32,0,0
149.171.126.3:53-59.166.0.7:5867,4,388,97.00,8.00,359259.26,0,0.0011,0,0,0,0,0,0
149.171.126.7:33489-59.166.0.0:2135,38,7240,190.53,192.40,93640.47,2,0.0773,4,36,4,24,0,0
149.171.126.7:53-59.166.0.1:33494,4,388,97.00,8.00,374879.23,0,0.0010,0,0,0,0,0,0
149.171.126.3:53-59.166.0.2:42011,4,388,97.00,8.00,384539.15,0,0.0010,0,0,0,0,0,0
149.171.126.1:53-59.166.0.1:33906,4,360,90.00,8.00,330882.35,0,0.0011,0,0,0,0,0,0
149.171.126.1:80-59.166.0.3:29362,1074,1122622,1045.27,672.96,39526.34,26,28.4019,4,1072,4,372,0,0
149.171.126.4:6881-59.166.0.5:1513,34,3728,109.65,88.55,280638.36,0,0.0133,4,32,4,12,0,0
149.171.126.7:15613-59.166.0.3:17395,70,17392,248.46,415.66,2124343.47,0,0.0082,4,68,4,32,0,0
149.171.126.2:80-59.166.0.1:12227,1098,1124244,1023.90,680.74,195322.32,5,5.7558,4,1096,4,372,0,0
149.171.126.2:53-59.166.0.1:47553,4,388,97.00,8.00,389949.75,0,0.0010,0,0,0,0,0,0
149.171.126.6:1968-59.166.0.8:60070,18,9432,524.00,646.53,2486030.57,0,0.0038,4,16,4,4,0,0
149.171.126.3:53-59.166.0.3:43677,4,388,97.00,8.00,397134.08,0,0.0010,0,0,0,0,0,0
149.171.126.8:8752-59.166.0.4:39467,130,57200,440.00,575.17,2122921.62,0,0.0269,4,128,4,62,0,0
149.171.126.3:37945-59.166.0.2:11711,8,968,121.00,35.93,580335.73,0,0.0017,0,0,0,0,0,0
149.171.126.6:49877-59.166.0.0:5094,36,6968,193.56,181.09,1465096.72,0,0.0048,4,34,4,24,0,0
149.171.126.5:6881-59.166.0.6:1725,34,3728,109.65,88.55,168504.79,0,0.0221,4,32,4,12,0,0
149.171.126.0:6881-59.166.0.9:16479,34,3728,109.65,88.55,206663.34,0,0.0180,4,32,4,12,0,0
149.171.126.0:6881-59.166.0.9:22259,34,3728,109.65,88.55,7106.56,15,0.5246,4,32,4,12,0,0
149.171.126.6:6881-59.166.0.3:32277,34,3728,109.65,88.55,207503.06,0,0.0180,4,32,4,12,0,0
149.171.126.0:31273-59.166.0.9:42224,8,960,120.00,34.64,314341.85,0,0.0031,0,0,0,0,0,0
149.171.126.8:24154-59.166.0.3:55953,146,69960,479.18,588.60,552803.13,0,0.1266,4,144,4,70,0,0
149.171.126.3:80-59.166.0.9:56263,30,12228,407.60,542.71,12170.31,34,1.0047,4,28,4,10,0,0
149.171.126.1:53-59.166.0.7:60157,4,388,97.00,8.00,397540.98,0,0.0010,0,0,0,0,0,0
149.171.126.3:6881-59.166.0.2:28769,1290,1139756,883.53,700.24,294353.00,3,3.8721,4,1288,4,468,0,0
149.171.126.6:6881-59.166.0.8:14039,34,3728,109.65,88.55,203293.71,0,0.0183,4,32,4,12,0,0
149.171.126.5:80-59.166.0.6:30744,30,12228,407.60,542.71,12170.74,34,1.0047,4,28,4,10,0,0
149.171.126.7:6881-59.166.0.6:43457,34,3728,109.65,88.55,194887.34,0,0.0191,4,32,4,12,0,0
149.171.126.0:5190-59.166.0.0:7206,24,3708,154.50,212.49,931190.36,0,0.0040,4,22,4,12,0,0
149.171.126.1:53-59.166.0.2:43482,4,388,97.00,8.00,379647.75,0,0.0010,0,0,0,0,0,0
149.171.126.0:25-59.166.0.4:10532,92,41978,456.28,620.58,2060573.34,0,0.0204,4,90,4,36,0,0
149.171.126.7:28274-59.166.0.3:2083,8,952,119.00,33.39,573493.98,0,0.0017,0,0,0,0,0,0
149.171.126.3:21-59.166.0.0:62439,106,8370,78.96,16.13,9681.67,8,0.8645,4,104,4,48,0,0
149.171.126.2:43938-59.166.0.9:14899,70,16850,240.71,410.46,887168.96,0,0.0190,4,68,4,32,0,0
149.171.126.0:14657-59.166.0.8:19048,130,57694,443.80,573.98,737699.47,0,0.0782,4,128,4,62,0,0
149.171.126.3:80-59.166.0.6:43228,30,12228,407.60,542.71,12160.41,34,1.0056,4,28,4,10,0,0
149.171.126.9:35950-59.166.0.1:18609,124,51398,414.50,549.00,547777.90,0,0.0938,4,122,4,58,0,0
149.171.126.1:43326-59.166.0.4:40503,8,960,120.00,34.64,559440.56,0,0.0017,0,0,0,0,0,0
149.171.126.2:15361-59.166.0.7:35495,130,57200,440.00,575.17,2296819.79,0,0.0249,4,128,4,62,0,0
149.171.126.4:51853-59.166.0.5:53062,182,91898,504.93,605.64,1460762.03,0,0.0629,4,180,4,88,0,0
149.171.126.1:46687-59.166.0.9:41187,8,960,120.00,34.64,543293.72,0,0.0018,0,0,0,0,0,0
149.171.126.12:520-175.45.176.0:15736,2,136,68.00,0.00,136000000.00,0,0.0000,0,0,0,0,0,0
149.171.126.8:6881-59.166.0.0:15256,1162,1001470,861.85,702.52,81453.07,10,12.2951,4,1160,4,412,0,0
149.171.126.3:63479-59.166.0.2:47269,70,16850,240.71,410.46,1180964.40,0,0.0143,4,68,4,32,0,0
149.171.126.6:65296-59.166.0.8:61658,130,57694,443.80,573.98,1050242.11,0,0.0549,4,128,4,62,0,0
149.171.126.5:80-59.166.0.2:50392,1052,1121126,1065.71,664.79,43574.25,24,25.7291,4,1050,4,372,0,0
149.171.126.1:53-59.166.0.8:46149,4,388,97.00,8.00,373436.00,0,0.0010,0,0,0,0,0,0
149.171.126.4:1459-59.166.0.7:49435,82,27032,329.66,504.62,2086285.41,0,0.0130,4,80,4,38,0,0
149.171.126.6:23183-59.166.0.9:54127,22,9704,441.09,610.68,109253.44,4,0.0888,4,20,4,4,0,0
149.171.126.3:53-59.166.0.6:59101,4,388,97.00,8.00,372003.84,0,0.0010,0,0,0,0,0,0
149.171.126.1:6881-59.166.0.5:51377,34,3728,109.65,88.55,171213.37,0,0.0218,4,32,4,12,0,0
149.171.126.4:5190-59.166.0.1:61375,52,5394,103.73,94.96,38325.17,2,0.1407,4,50,4,22,0,0
149.171.126.1:54436-59.166.0.0:56655,170,89860,528.59,612.60,1070756.18,0,0.0839,4,168,4,82,0,0
149.171.126.3:28826-59.166.0.8:52728,8,952,119.00,33.39,514316.59,0,0.0019,0,0,0,0,0,0
149.171.126.4:80-59.166.0.0:64070,32,12364,386.38,531.87,11899.59,33,1.0390,4,30,4,10,0,0
149.171.126.3:22-59.166.0.8:27354,228,25762,112.99,119.74,997097.19,0,0.0258,4,226,4,110,0,0
149.171.126.4:54705-59.166.0.5:56660,122,51262,420.18,551.67,465147.09,0,0.1102,4,120,4,58,0,0
149.171.126.8:11268-59.166.0.7:34837,80,22330,279.12,458.92,8032.58,35,2.7799,4,78,4,36,0,0
149.171.126.0:80-59.166.0.1:18675,18,2164,120.22,103.27,456636.42,0,0.0047,4,16,4,4,0,0
149.171.126.2:53-59.166.0.0:53048,4,388,97.00,8.00,380019.59,0,0.0010,0,0,0,0,0,0
149.171.126.0:21-59.166.0.9:42884,106,8372,78.98,16.17,6715.31,11,1.2467,4,104,4,48,0,0
149.171.126.4:6881-59.166.0.5:20038,34,3728,109.65,88.55,174303.35,0,0.0214,4,32,4,12,0,0
149.171.126.8:21-59.166.0.4:49516,106,8372,78.98,16.17,9878.83,8,0.8475,4,104,4,48,0,0
149.171.126.6:6881-59.166.0.3:16760,34,3728,109.65,88.55,207503.06,0,0.0180,4,32,4,12,0,0
149.171.126.7:5851-59.166.0.5:18928,8,952,119.00,33.39,582619.34,0,0.0016,0,0,0,0,0,0
149.171.126.8:21-59.166.0.8:56920,106,8370,78.96,16.13,7943.34,10,1.0537,4,104,4,48,0,0
149.171.126.0:6577-59.166.0.1:45791,20,9568,478.40,628.42,43050.42,11,0.2223,4,18,4,4,0,0
149.171.126.6:53-59.166.0.9:16059,4,356,89.00,8.00,329324.70,0,0.0011,0,0,0,0,0,0
149.171.126.15:111-175.45.176.0:5379,18,1206,67.00,17.62,608.60,116,1.9816,4,16,4,0,0,0
149.171.126.0:61255-59.166.0.1:49277,8,968,121.00,35.93,620512.82,0,0.0016,0,0,0,0,0,0
149.171.126.1:80-59.166.0.5:21352,30,12228,407.60,542.71,12158.14,34,1.0057,4,28,4,10,0,0
149.171.126.8:22-59.166.0.8:44377,56,10098,180.32,226.16,27681.76,6,0.3648,4,54,4,24,0,0
149.171.126.7:53-59.166.0.4:55836,4,388,97.00,8.00,331907.61,0,0.0012,0,0,0,0,0,0
149.171.126.8:6274-59.166.0.1:37272,20,9568,478.40,628.42,2506680.64,0,0.0038,4,18,4,4,0,0
149.171.126.8:6881-59.166.0.7:5446,34,3728,109.65,88.55,31639.61,3,0.1178,4,32,4,12,0,0
149.171.126.0:53-59.166.0.1:23441,4,356,89.00,8.00,350393.70,0,0.0010,0,0,0,0,0,0
149.171.126.2:20428-59.166.0.1:60135,146,69960,479.18,588.60,1902638.02,0,0.0368,4,144,4,70,0,0
149.171.126.7:111-59.166.0.2:41403,8,1016,127.00,31.00,223051.59,0,0.0046,0,0,0,0,0,0
149.171.126.0:63599-59.166.0.7:1161,168,83046,494.32,601.64,924726.63,0,0.0898,4,166,4,82,0,0
149.171.126.9:6881-59.166.0.0:36217,34,3728,109.65,88.55,205071.79,0,0.0182,4,32,4,12,0,0
149.171.126.0:35308-59.166.0.1:15689,82,27032,329.66,504.62,2093232.15,0,0.0129,4,80,4,38,0,0
149.171.126.7:5190-59.166.0.0:2868,36,3774,104.83,105.47,822939.38,0,0.0046,4,34,4,14,0,0
149.171.126.8:5190-59.166.0.3:5713,36,3774,104.83,105.47,886748.12,0,0.0043,4,34,4,14,0,0
149.171.126.9:22-59.166.0.1:5994,56,10098,180.32,226.16,43777.20,4,0.2307,4,54,4,24,0,0
149.171.126.2:22-59.166.0.2:33685,220,25218,114.63,121.59,1261089.16,0,0.0200,4,218,4,110,0,0
149.171.126.1:45970-59.166.0.8:16534,182,91898,504.93,605.64,2144594.06,0,0.0429,4,180,4,88,0,0
149.171.126.2:5190-59.166.0.3:48575,36,3774,104.83,105.47,911594.20,0,0.0041,4,34,4,14,0,0
149.171.126.4:28651-59.166.0.6:30591,86,28714,333.88,501.98,537232.45,0,0.0534,4,84,4,40,0,0
149.171.126.4:47096-59.166.0.1:51902,20,9568,478.40,628.42,42832.65,11,0.2234,4,18,4,4,0,0
149.171.126.4:46648-59.166.0.2:5154,184,92034,500.18,604.04,1011551.61,0,0.0910,4,182,4,88,0,0
149.171.126.3:47096-59.166.0.8:21909,20,9568,478.40,628.42,1366271.60,0,0.0070,4,18,4,4,0,0
149.171.126.12:520-175.45.176.2:2525,2,110,55.00,7.00,36666666.67,0,0.0000,0,0,0,0,0,0
149.171.126.14:514-175.45.176.3:2543,2,1816,908.00,0.00,227000000.00,0,0.0000,0,0,0,0,0,0
149.171.126.7:6881-59.166.0.6:8481,34,3728,109.65,88.55,206285.97,0,0.0181,4,32,4,12,0,0
149.171.126.9:22-59.166.0.3:18857,56,10098,180.32,226.16,1678244.97,0,0.0060,4,54,4,24,0,0
149.171.126.1:32726-59.166.0.2:1919,138,65682,475.96,587.15,512976.31,0,0.1280,4,136,4,66,0,0
149.171.126.3:6881-59.166.0.7:19710,34,3728,109.65,88.55,196510.46,0,0.0190,4,32,4,12,0,0
149.171.126.9:10942-59.166.0.8:40700,8,960,120.00,34.64,599250.94,0,0.0016,0,0,0,0,0,0
149.171.126.4:63294-59.166.0.9:15447,98,34556,352.61,516.46,2163807.14,0,0.0160,4,96,4,46,0,0
149.171.126.9:19732-59.166.0.6:1835,14,2476,176.86,263.38,53263.35,3,0.0465,4,12,4,2,0,0
149.171.126.3:62211-59.166.0.5:56015,170,89860,528.59,612.60,2298621.24,0,0.0391,4,168,4,82,0,0
149.171.126.5:35021-59.166.0.2:51395,8,976,122.00,37.26,584081.39,0,0.0017,0,0,0,0,0,0
149.171.126.7:5190-59.166.0.6:7407,34,4388,129.06,182.83,42782.21,3,0.1026,4,32,4,12,0,0
149.171.126.19:3306-175.45.176.0:34067,22,1776,80.73,31.74,6388.14,13,0.2780,4,20,4,0,0,0
149.171.126.3:48167-59.166.0.2:7966,78,22952,294.26,466.85,2096073.06,0,0.0109,4,76,4,36,0,0
149.171.126.1:49278-59.166.0.3:4897,8,960,120.00,34.64,400835.07,0,0.0024,0,0,0,0,0,0
149.171.126.15:8080-175.45.176.3:3162,18,1716,95.33,97.52,1534.63,65,1.1182,4,16,4,0,0,0
149.171.126.0:5190-59.166.0.6:29721,46,6968,151.48,227.81,755666.41,0,0.0092,4,44,4,20,0,0
149.171.126.7:6881-59.166.0.4:14528,34,3728,109.65,88.55,65473.58,1,0.0569,4,32,4,12,0,0
149.171.126.9:143-59.166.0.8:11465,248,26318,106.12,140.73,834538.31,0,0.0315,4,246,4,118,0,0
149.171.126.4:51651-59.166.0.6:48388,158,79888,505.62,598.34,2308301.31,0,0.0346,4,156,4,76,0,0
149.171.126.8:56302-59.166.0.3:29219,130,57694,443.80,573.98,1648117.47,0,0.0350,4,128,4,62,0,0
149.171.126.1:53-59.166.0.0:53131,4,388,97.00,8.00,340052.59,0,0.0011,0,0,0,0,0,0
149.171.126.6:6881-59.166.0.3:14884,34,3728,109.65,88.55,207769.05,0,0.0179,4,32,4,12,0,0
149.171.126.0:80-59.166.0.4:48461,32,12364,386.38,531.87,12077.84,33,1.0237,4,30,4,10,0,0
149.171.126.3:29419-59.166.0.6:27747,20,9568,478.40,628.42,379035.77,1,0.0252,4,18,4,4,0,0
149.171.126.10:80-175.45.176.2:10578,18,1452,80.67,56.07,894.60,95,1.6231,4,16,4,0,0,0
149.171.126.1:6881-59.166.0.8:50101,548,466882,851.97,701.78,1558533.21,0,0.2996,4,546,4,198,0,0
149.171.126.9:17169-59.166.0.6:36685,138,66490,481.81,591.93,2076968.73,0,0.0320,4,136,4,66,0,0
149.171.126.8:80-59.166.0.9:55969,32,12364,386.38,531.87,12294.67,32,1.0056,4,30,4,10,0,0
149.171.126.3:10148-59.166.0.2:41875,86,28714,333.88,501.98,534104.65,0,0.0538,4,84,4,40,0,0
149.171.126.7:39852-59.166.0.7:9769,70,16850,240.71,410.46,1154346.78,0,0.0146,4,68,4,32,0,0
149.171.126.6:6881-59.166.0.8:61872,34,3728,109.65,88.55,1895.23,59,1.9670,4,32,4,12,0,0
149.171.126.7:49509-59.166.0.1:34433,98,35048,357.63,516.28,2074828.32,0,0.0169,4,96,4,46,0,0
149.171.126.5:43418-59.166.0.4:44109,98,35048,357.63,516.28,1604027.46,0,0.0219,4,96,4,46,0,0
149.171.126.8:20251-59.166.0.1:22071,70,17392,248.46,415.66,526806.81,0,0.0330,4,68,4,32,0,0
149.171.126.2:63568-59.166.0.7:18845,36,6720,186.67,155.56,1349939.73,0,0.0050,4,34,4,24,0,0
149.171.126.8:38716-59.166.0.7:13245,70,17392,248.46,415.66,1900557.32,0,0.0092,4,68,4,32,0,0
149.171.126.5:13346-59.166.0.3:14620,58,8216,141.66,135.41,24208.57,5,0.3394,4,56,4,24,0,0
149.171.126.9:143-59.166.0.0:62598,248,26290,106.01,140.96,839962.94,0,0.0313,4,246,4,118,0,0
149.171.126.9:80-59.166.0.1:64386,18,2164,120.22,103.27,556870.82,0,0.0039,4,16,4,4,0,0
149.171.126.5:29746-59.166.0.7:58645,20,9568,478.40,628.42,42648.22,11,0.2243,4,18,4,4,0,0
149.171.126.3:55303-59.166.0.6:55061,146,69960,479.18,588.60,1137931.03,0,0.0615,4,144,4,70,0,0
149.171.126.3:29419-59.166.0.7:5435,20,9568,478.40,628.42,43021.00,11,0.2224,4,18,4,4,0,0
149.171.126.1:61933-59.166.0.1:28611,146,72170,494.32,596.53,604595.83,0,0.1194,4,144,4,70,0,0
149.171.126.0:13784-59.166.0.5:37221,122,51262,420.18,551.67,1206675.77,0,0.0425,4,120,4,58,0,0
149.171.126.3:5190-59.166.0.4:7832,46,5002,108.74,100.18,797639.93,0,0.0063,4,44,4,20,0,0
149.171.126.2:46844-59.166.0.7:4683,98,35048,357.63,516.28,2200816.33,0,0.0159,4,96,4,46,0,0
149.171.126.2:9535-59.166.0.7:63769,8,952,119.00,33.39,574185.77,0,0.0017,0,0,0,0,0,0
149.171.126.6:21213-59.166.0.5:32361,8,952,119.00,33.39,579075.43,0,0.0016,0,0,0,0,0,0
149.171.126.15:80-175.45.176.3:34931,18,2996,166.44,235.59,3368.11,52,0.8895,4,16,4,2,0,0
149.171.126.8:80-59.166.0.0:63505,30,12228,407.60,542.71,12082.19,34,1.0121,4,28,4,10,0,0
149.171.126.10:111-175.45.176.2:59946,18,1206,67.00,17.62,1922.00,36,0.6275,4,16,4,0,0,0
149.171.126.1:31320-59.166.0.3:33340,138,65682,475.96,587.15,1034736.99,0,0.0635,4,136,4,66,0,0
149.171.126.7:53-59.166.0.2:3013,4,360,90.00,8.00,358565.74,0,0.0010,0,0,0,0,0,0
149.171.126.4:53-59.166.0.9:35354,4,388,97.00,8.00,369172.22,0,0.0011,0,0,0,0,0,0
149.171.126.8:53-59.166.0.9:10300,4,360,90.00,8.00,335820.90,0,0.0011,0,0,0,0,0,0
149.171.126.3:53418-59.166.0.5:31285,130,57694,443.80,573.98,2224904.55,0,0.0259,4,128,4,62,0,0
149.171.126.7:5190-59.166.0.4:45518,24,3708,154.50,212.49,932830.19,0,0.0040,4,22,4,12,0,0
149.171.126.5:59048-59.166.0.1:61380,8,968,121.00,35.93,535398.23,0,0.0018,0,0,0,0,0,0
149.171.126.5:50977-59.166.0.9:53158,170,83182,489.31,599.86,549923.64,0,0.1513,4,168,4,82,0,0
149.171.126.6:50446-59.166.0.8:32237,36,7168,199.11,202.24,1509370.39,0,0.0047,4,34,4,24,0,0
149.171.126.5:7000-59.166.0.5:8660,182,91898,504.93,605.64,1350765.79,0,0.0680,4,180,4,88,0,0
149.171.126.9:50453-59.166.0.5:32174,54,8512,157.63,186.72,27036.38,5,0.3148,4,52,4,24,0,0
149.171.126.6:80-59.166.0.6:9661,1092,1123836,1029.15,678.90,161770.83,6,6.9471,4,1090,4,372,0,0
149.171.126.2:23027-59.166.0.1:49872,20,9568,478.40,628.42,1112040.91,0,0.0086,4,18,4,4,0,0
149.171.126.1:11655-59.166.0.6:13593,70,17392,248.46,415.66,532125.81,0,0.0327,4,68,4,32,0,0
149.171.126.0:1666-59.166.0.9:22079,170,83182,489.31,599.86,283963.51,1,0.2929,4,168,4,82,0,0
149.171.126.5:80-59.166.0.8:10443,18,2152,119.56,101.59,364993.22,0,0.0059,4,16,4,4,0,0
149.171.126.0:5190-59.166.0.7:34013,36,3774,104.83,105.47,866988.28,0,0.0044,4,34,4,14,0,0
149.171.126.0:21-59.166.0.4:25890,106,8370,78.96,16.13,13372.66,5,0.6259,4,104,4,48,0,0
149.171.126.4:32948-59.166.0.2:19344,20,9568,478.40,628.42,43033.77,11,0.2223,4,18,4,4,0,0
149.171.126.5:59576-59.166.0.6:26437,20,9568,478.40,628.42,2135714.29,0,0.0045,4,18,4,4,0,0
149.171.126.8:143-59.166.0.1:53406,248,26772,107.95,143.92,26858.35,4,0.9968,4,246,4,118,0,0
149.171.126.8:32555-59.166.0.6:6873,130,60684,466.80,584.62,2333461.51,0,0.0260,4,128,4,62,0,0
149.171.126.0:6881-59.166.0.9:47139,72,37860,525.83,650.10,773331.70,0,0.0490,4,70,4,26,0,0
149.171.126.9:22-59.166.0.4:55649,58,10234,176.45,223.17,8308.17,21,1.2318,4,56,4,24,0,0
149.171.126.8:46705-59.166.0.8:7915,146,72170,494.32,596.53,644708.87,0,0.1119,4,144,4,70,0,0
149.171.126.6:21158-59.166.0.6:58004,8,976,122.00,37.26,565797.10,0,0.0017,0,0,0,0,0,0
149.171.126.9:5190-59.166.0.0:32957,46,6968,151.48,227.81,1034134.76,0,0.0067,4,44,4,20,0,0
149.171.126.5:5190-59.166.0.0:30194,46,5002,108.74,100.18,878931.65,0,0.0057,4,44,4,20,0,0
149.171.126.18:179-175.45.176.3:30063,18,1180,65.56,13.62,613.11,113,1.9246,4,16,4,0,0,0
149.171.126.1:6274-59.166.0.1:4780,20,9568,478.40,628.42,17585.33,28,0.5441,4,18,4,4,0,0
149.171.126.3:80-59.166.0.0:1653,30,12228,407.60,542.71,7572.16,55,1.6149,4,28,4,10,0,0
149.171.126.15:80-175.45.176.2:27516,8,472,59.00,3.00,3974.94,16,0.1187,4,4,0,0,2,0
149.171.126.4:53-59.166.0.9:45352,4,388,97.00,8.00,368821.29,0,0.0011,0,0,0,0,0,0
149.171.126.19:80-175.45.176.2:64074,54,32374,599.52,666.40,4685.32,130,6.9097,4,52,4,2,0,0
149.171.126.3:41845-59.166.0.4:14221,86,28714,333.88,501.98,2160897.05,0,0.0133,4,84,4,40,0,0
149.171.126.4:53-59.166.0.1:58621,4,388,97.00,8.00,345503.12,0,0.0011,0,0,0,0,0,0
149.171.126.1:6881-59.166.0.7:43395,34,3728,109.65,88.55,259375.22,0,0.0144,4,32,4,12,0,0
149.171.126.7:53-59.166.0.2:30118,4,360,90.00,8.00,330882.35,0,0.0011,0,0,0,0,0,0
149.171.126.6:53-59.166.0.0:49966,4,388,97.00,8.00,382643.00,0,0.0010,0,0,0,0,0,0
149.171.126.6:6881-59.166.0.0:56461,34,3728,109.65,88.55,205671.41,0,0.0181,4,32,4,12,0,0
149.171.126.4:6881-59.166.0.7:18152,34,3728,109.65,88.55,195500.55,0,0.0191,4,32,4,12,0,0
149.171.126.1:53-59.166.0.7:50330,4,388,97.00,8.00,345503.12,0,0.0011,0,0,0,0,0,0
149.171.126.3:5190-59.166.0.8:44237,36,3774,104.83,105.47,888208.99,0,0.0042,4,34,4,14,0,0
